COLLECTION_DATE,REVENUE_HEAD_ID,REVENUE_DESC,COLLECTION_AMOUNT
2018-07-23,14151,सरकारीसम्पत्तीको वहालबाट प्राप्त आय,604037
2018-07-23,14171,वनरोयल्टी,917483
2018-07-23,14175,पदयात्रारोयल्टी,757965
2018-07-23,14177,घरजग्गा रजिष्ट्रेशन दस्तुर,34370156
2018-07-23,14211,कृषिउत्पादनको विक्रीबाट प्राप्त रकम,3850848
2018-07-23,14212,सरकारीसम्पतीको विक्रीबाट प्राप्त रकम,499960
2018-07-23,14213,अन्यविक्रीबाट प्राप्त रकम,139640
2018-07-23,14219,अन्यसेवा शुल्क तथा विक्री,6300
2018-07-23,14221,न्यायिकदस्तूर,3198652
2018-07-23,14222,हुलाकसेवा शुल्क,899271
2018-07-23,14223,शिक्षाक्षेत्रको आम्दानी,1452656
2018-07-23,14224,परीक्षाशुल्क,1363150
2018-07-23,14225,यातायातक्षेत्रको आम्दानी,2336960
2018-07-23,14226,आयातनिर्यात इजाजत पत्र दस्तूर,369200
2018-07-23,14227,राहदानीशुल्क,13498000
2018-07-23,14228,भिसाशुल्क,3609610
2018-07-23,14229,अन्यप्रशासनिक सेवा शुल्क,5319154
2018-07-23,14311,"न्यायिकदण्ड,जरिवाना र जफत",115300
2018-07-23,14312,"प्रशासनिकदण्ड,जरिवाना र जफत",7566285
2018-07-23,14521,प्रदुषणनियन्त्रण शुल्क,1641003
2018-07-23,14529,अन्यराजस्व,1312351
2018-07-23,15111,बेरूजू,32816425
2018-07-23,33111,मू. अ. क. -उत्पादन संकलन,5118829
2018-07-23,33112,मू. अ. क. -आयात संकलन,877132418
2018-07-23,33113,मू. अ. क. -बस्तु बिक्री र वितरण संकलन,24881835
2018-07-23,33114,मू. अ. क. -परामर्श तथा ठेक्का संकलन,20713894
2018-07-23,33115,मू. अ. क. -पर्यटन सेवा संकलन,197522
2018-07-23,33116,"मू. अ. क. -संचार सेवा, विमा, हवाई उडान र अन्य सेवा संकलन",3748730
2018-07-23,33117,मू. अ. क. -बेदर्तावालाबाट गर्ने संकलन,17107618
2018-07-23,33131,सुर्तिजन्य पदार्थ - संकलन,2298680
2018-07-23,33132,मदिरा  - संकलन,40089784
2018-07-23,33133,बियर - संकलन,29718600
2018-07-23,33134,अन्य औद्योगिक उत्पादन - संकलन,3342596
2018-07-23,33151,वनरोयल्टी संकलन,3818769
2018-07-23,33152,खानी तथा खनिज रोयल्टी संकलन,7999695
2018-07-23,33155,पदयात्रारोयल्टी संकलन,4362
2018-07-23,33157,घरजग्गारजिष्ट्रेशन दस्तुर संकलन,8733536
2018-07-23,33158,सवारीसाधन कर संकलन,45623185
2018-07-24,11111,एकलौटीफर्म तथा व्यक्तिगत आयमा लाग्ने कर,98977486
2018-07-24,11112,पारिश्रमिककर,80614740
2018-07-24,11113,पूँजीगतलाभ कर,17384746
2018-07-24,11114,कृषिआयमा लाग्ने कर,105801
2018-07-24,11121,निकायको मुनाफामा लाग्ने कर-सरकारी संस्थान,862332
2018-07-24,11122,निकायको मुनाफामा लाग्ने कर - पब्लिक लिमिटेड कम्पनी,48184802
2018-07-24,11123,निकायको मुनाफामा लाग्ने कर – प्राइभेट लिमिटेड कम्पनी,22770419
2018-07-24,11124,निकायको मुनाफामा लाग्ने कर – अन्य संस्था,12038334
2018-07-24,11125,पूँजीगतलाभ कर - निकाय,309291
2018-07-24,11131,"सम्पत्ती, बहाल तथा पट्टा वापतको आयमा लाग्ने कर",19146468
2018-07-24,11132,व्याजमालाग्ने कर,16787654
2018-07-24,11133,लाभांशमालाग्ने कर,7875847
2018-07-24,11134,लगानीसम्बन्धी अन्य आयमा लाग्ने कर,375
2018-07-24,11135,आकस्मिकलाभ कर,96450
2018-07-24,11139,अन्यआयमा लाग्ने कर,853338
2018-07-24,11211,पारिश्रमिकमाआधारित सामाजिक सुरक्षा कर,9400487
2018-07-24,11311,व्यक्तिगतसम्पतीमा लाग्ने बार्षिक कर,1500
2018-07-24,11321,घरवहालकर,637568
2018-07-24,11411,बाँडफाड भई प्राप्त हुने मूल्य अभिवृद्वि कर,256533
2018-07-24,11412,विलासिता शुल्क,1389506
2018-07-24,11421,बाँडफाँडभर्इ प्राप्त हुने अन्त शुल्क,2000
2018-07-24,11422,अन्त:शुल्क आयात,57584492
2018-07-24,11442,स्वास्थ्यसेवा कर,1469898
2018-07-24,11443,शिक्षा सेवा कर- शैक्षिक संस्था,1163320
2018-07-24,11451,सवारी साधन कर ( साना सवारी  ),504745
2018-07-24,11453,सडकमर्मत तथा सुधार दस्तुर,7354000
2018-07-24,11454,सडकनिर्माण तथा सम्भार दस्तुर,31712088
2018-07-24,11455,पूर्वाधारकर,11125000
2018-07-24,11511,भंसार महसुल - आयात,229646738
2018-07-24,11521,भंसार महसुल -निर्यात,100460
2018-07-24,11522,निर्यातसेवा शुल्क,11500
2018-07-24,11561,कृषिसुधार शुल्क,11666239
2018-07-24,11562,भंसारसम्बन्धी अन्य आय,2060800
2018-07-24,11611,व्यवसायले भुक्तानी गर्ने,7259338
2018-07-24,11612,एजेन्सीरजिष्ट्रेशन दस्तुर,64400
2018-07-24,11613,"व्यावसाय,रजिष्ट्रेशन दस्तुर तथा व्यवसाय कर",740505
2018-07-24,11614,रेडियो/ एफ.एम.सञ्चालन दस्तुर,8000
2018-07-24,11621,व्यवसाय वाहेक अन्यले भुक्तानी गर्ने,6714451
2018-07-24,11622,हातहतियारकोइजाजतपत्र दस्तूर,98075
2018-07-24,14113,औद्यौगिकनिकायबाट प्राप्त ब्याज,3815
